ColorId,CanonicalColorId,Status,PrimaryName,Aliases,RegistryNotes,BreedContext,ColorGroup,BaseSeries,OrangeState,Dilution,AgoutiState,SilverState,WhiteState,PointState,PatternState,SexRestriction,DisplayAllowed,InputAllowed,OutputPriority,SourceCodes,SourceNames,GeneticRuleSource,Notes
shell_cameo,shell_cameo,canonical,Shell Cameo,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,red,orange,dense,solid,cameo,none,full,shell,unrestricted,true,true,70,24,Shell Cameo,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
shell_cameo_white,shell_cameo_white,canonical,Shell Cameo-White,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,red,orange,dense,agouti,cameo,white,full,shell,unrestricted,true,true,70,409,Shell Cameo-White,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
shell_cream,shell_cream,canonical,Shell Cream,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,red,orange,dilute,agouti,non_silver,none,full,shell,unrestricted,true,true,70,343,Shell Cream,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。 / 遺伝子座はマップ未収載のため名前から推定。
shell_tortoiseshell,shell_tortoiseshell,canonical,Shell Tortoiseshell,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,black,tortie,dense,solid,non_silver,none,full,shell,female_only,true,true,70,300 | 481,Shell Tortoiseshell,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
shell_tortoiseshell_white,shell_tortoiseshell_white,canonical,Shell Tortoiseshell-White,,Shell/Chinchilla は計算上同一の shell tipping 概念。赤系/クリーム系等は Shell/Shell Cameo 表記優先。,general,shaded,black,tortie,dense,solid,non_silver,white,full,shell,female_only,true,true,70,384,Shell Tortoiseshell-White,review_required,遺伝子座 (Wb / C系) は要確認。 / PatternState=shell。最終表示は PrimaryName/Aliases/BreedContext/RegistryNotes に従う。
white,white,canonical,White,,,general,solid,unknown,non_orange,dense,solid,non_silver,white,full,none,unrestricted,true,true,60,1,White,current_map,
blue_cream_lynx_point,blue_cream_lynx_point,canonical,Blue Cream Lynx Point,,,general,point,black,tortie,dilute,agouti,non_silver,none,point,none,female_only,false,true,50,109,Blue Cream Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_cream_lynx_point_white,blue_cream_lynx_point_white,canonical,Blue Cream Lynx Point-White,,,general,point,black,tortie,dilute,agouti,non_silver,white,point,none,female_only,false,true,50,457,Blue Cream Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_cream_point,blue_cream_point,canonical,Blue Cream Point,,,general,point,black,tortie,dilute,solid,non_silver,none,point,none,female_only,false,true,50,87,Blue Cream Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_cream_point_white,blue_cream_point_white,canonical,Blue Cream Point-White,,,general,point,black,tortie,dilute,solid,non_silver,white,point,none,female_only,false,true,50,445,Blue Cream Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_lynx_point,blue_lynx_point,canonical,Blue Lynx Point,,,general,point,black,non_orange,dilute,agouti,non_silver,none,point,none,unrestricted,false,true,50,101,Blue Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_lynx_point_white,blue_lynx_point_white,canonical,Blue Lynx Point-White,,,general,point,black,non_orange,dilute,agouti,non_silver,white,point,none,unrestricted,false,true,50,369,Blue Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_point,blue_point,canonical,Blue Point,,団体/補足タグ: A.O.C,general,point,black,non_orange,dilute,solid,non_silver,none,point,none,unrestricted,false,true,50,81 | 352,Blue Point | Blue Point (A.O.C),review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
blue_point_white,blue_point_white,canonical,Blue Point-White,,,general,point,black,non_orange,dilute,solid,non_silver,white,point,none,unrestricted,false,true,50,383,Blue Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
brown_lynx_point,brown_lynx_point,canonical,Brown Lynx Point,,,general,point,black,non_orange,dense,agouti,non_silver,none,point,none,unrestricted,false,true,50,102,Brown Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
chocolate_cream_lynx_point_white,chocolate_cream_lynx_point_white,canonical,Chocolate Cream Lynx Point-White,,,general,point,chocolate,tortie,dilute,agouti,non_silver,white,point,none,female_only,false,true,50,431,Choco Cream Lynx Point-W,review_required,"遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: -W→-White, Choco→Chocolate"
chocolate_cream_point,chocolate_cream_point,canonical,Chocolate Cream Point,,,general,point,chocolate,tortie,dilute,solid,non_silver,none,point,none,female_only,false,true,50,429,Choco Cream Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: Choco→Chocolate
chocolate_lynx_point,chocolate_lynx_point,canonical,Chocolate Lynx Point,,団体/補足タグ: AOC,general,point,chocolate,non_orange,dense,agouti,non_silver,none,point,none,unrestricted,false,true,50,105 | 418,Chocolate Lynx Point | Chocolate Lynx Point (AOC),review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
chocolate_lynx_point_white,chocolate_lynx_point_white,canonical,Chocolate Lynx Point-White,,,general,point,chocolate,non_orange,dense,agouti,non_silver,white,point,none,unrestricted,false,true,50,334,Chocolate Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
chocolate_point,chocolate_point,canonical,Chocolate Point,,,general,point,chocolate,non_orange,dense,solid,non_silver,none,point,none,unrestricted,false,true,50,84,Chocolate Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
chocolate_point_white,chocolate_point_white,canonical,Chocolate Point-White,,,general,point,chocolate,non_orange,dense,solid,non_silver,white,point,none,unrestricted,false,true,50,371,Chocolate Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
chocolate_silver_lynx_point_white,chocolate_silver_lynx_point_white,canonical,Chocolate Silver Lynx Point-White,,,general,point,chocolate,non_orange,dense,agouti,silver,white,point,none,unrestricted,false,true,50,377,Choco Silver Lynx Point-W,review_required,"遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: -W→-White, Choco→Chocolate"
chocolate_silver_tortie_lynx_point,chocolate_silver_tortie_lynx_point,canonical,Chocolate Silver Tortie Lynx Point,,,general,point,chocolate,tortie,dense,agouti,silver,none,point,none,female_only,false,true,50,406,Choco Silver Tortie Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: Choco→Chocolate / 遺伝子座はマップ未収載のため名前から推定。
chocolate_tortie_lynx_point,chocolate_tortie_lynx_point,canonical,Chocolate Tortie Lynx Point,,,general,point,chocolate,tortie,dense,agouti,non_silver,none,point,none,female_only,false,true,50,108 | 454,Choco Tortie Lynx Point | Chocolate Tortie Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: Choco→Chocolate
chocolate_tortie_lynx_point_white,chocolate_tortie_lynx_point_white,canonical,Chocolate Tortie Lynx Point-White,,,general,point,chocolate,tortie,dense,agouti,non_silver,white,point,none,female_only,false,true,50,430 | 443,Choco Tortie Lynx Point-W | Chocolate Tortie Lynx Point-White,review_required,"遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: -W→-White, Choco→Chocolate"
chocolate_tortie_point,chocolate_tortie_point,canonical,Chocolate Tortie Point,,,general,point,chocolate,tortie,dense,solid,non_silver,none,point,none,female_only,false,true,50,90,Choco Tortie Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: Choco→Chocolate
cream_lynx_point,cream_lynx_point,canonical,Cream Lynx Point,,,general,point,red,orange,dilute,agouti,non_silver,none,point,none,unrestricted,false,true,50,106,Cream Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
cream_lynx_point_white,cream_lynx_point_white,canonical,Cream Lynx Point-White,,,general,point,red,orange,dilute,agouti,non_silver,white,point,none,unrestricted,false,true,50,,Cream Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
cream_point,cream_point,canonical,Cream Point,,,general,point,red,orange,dilute,solid,non_silver,none,point,none,unrestricted,false,true,50,85,Cream Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
cream_point_white,cream_point_white,canonical,Cream Point-White,,,general,point,red,orange,dilute,solid,non_silver,white,point,none,unrestricted,false,true,50,427,Cream Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
flame_lynx_point,flame_lynx_point,canonical,Flame Lynx Point,,,general,point,red,orange,dense,agouti,non_silver,none,point,none,unrestricted,false,true,50,342,Flame Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
flame_point,flame_point,canonical,Flame Point,,,general,point,red,orange,dense,solid,non_silver,none,point,none,unrestricted,false,true,50,91,Flame Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
flame_point_white,flame_point_white,canonical,Flame Point-White,,,general,point,red,orange,dense,solid,non_silver,white,point,none,unrestricted,false,true,50,491,Flame Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_cream_lynx_point,lilac_cream_lynx_point,canonical,Lilac Cream Lynx Point,,,general,point,chocolate,tortie,dilute,agouti,non_silver,none,point,none,female_only,false,true,50,110,Lilac Cream Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_cream_point,lilac_cream_point,canonical,Lilac Cream Point,,,general,point,chocolate,tortie,dilute,solid,non_silver,none,point,none,female_only,false,true,50,88,Lilac Cream Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_cream_point_white,lilac_cream_point_white,canonical,Lilac Cream Point-White,,,general,point,chocolate,tortie,dilute,solid,non_silver,white,point,none,female_only,false,true,50,464,Lilac Cream Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_lynx_point,lilac_lynx_point,canonical,Lilac Lynx Point,,,general,point,chocolate,non_orange,dilute,agouti,non_silver,none,point,none,unrestricted,false,true,50,103,Lilac Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_point,lilac_point,canonical,Lilac Point,,,general,point,chocolate,non_orange,dilute,solid,non_silver,none,point,none,unrestricted,false,true,50,82,Lilac Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
lilac_point_white,lilac_point_white,canonical,Lilac Point-White,,,general,point,chocolate,non_orange,dilute,solid,non_silver,white,point,none,unrestricted,false,true,50,440,Lilac Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
red_lynx_point,red_lynx_point,canonical,Red Lynx Point,,,general,point,red,orange,dense,agouti,non_silver,none,point,none,unrestricted,false,true,50,104,Red Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
red_lynx_point_white,red_lynx_point_white,canonical,Red Lynx Point-White,,,general,point,red,orange,dense,agouti,non_silver,white,point,none,unrestricted,false,true,50,391,Red Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
red_point,red_point,canonical,Red Point,,,general,point,red,orange,dense,solid,non_silver,none,point,none,unrestricted,false,true,50,83,Red Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
red_point_white,red_point_white,canonical,Red Point-White,,,general,point,red,orange,dense,solid,non_silver,white,point,none,unrestricted,false,true,50,413,Red Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 遺伝子座はマップ未収載のため名前から推定。
seal_lynx_point,seal_lynx_point,canonical,Seal Lynx Point,,,general,point,black,non_orange,dense,agouti,non_silver,none,point,none,unrestricted,false,true,50,100,Seal Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_lynx_point_white,seal_lynx_point_white,canonical,Seal Lynx Point-White,,,general,point,black,non_orange,dense,agouti,non_silver,white,point,none,unrestricted,false,true,50,359,Seal Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_point,seal_point,canonical,Seal Point,,団体/補足タグ: A.O.C,general,point,black,non_orange,dense,solid,non_silver,none,point,none,unrestricted,false,true,50,80 | 297 | 351,Seal Point | Seal Point(A.O.C) | Seal Point (A.O.C),review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_point_white,seal_point_white,canonical,Seal Point-White,,,general,point,black,non_orange,dense,solid,non_silver,white,point,none,unrestricted,false,true,50,379,Seal Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_tortie_lynx_point,seal_tortie_lynx_point,canonical,Seal Tortie Lynx Point,,,general,point,black,tortie,dense,agouti,non_silver,none,point,none,female_only,false,true,50,107,Seal Tortie Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_tortie_lynx_point_white,seal_tortie_lynx_point_white,canonical,Seal Tortie Lynx Point-White,,,general,point,black,tortie,dense,agouti,non_silver,white,point,none,female_only,false,true,50,387 | 465,Seal Tortie Lynx Point-W | Seal Tortie Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。 / 正規化: -W→-White
seal_tortie_point,seal_tortie_point,canonical,Seal Tortie Point,,,general,point,black,tortie,dense,solid,non_silver,none,point,none,female_only,false,true,50,89 | 291 | 346,Seal Tortie Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
seal_tortie_point_white,seal_tortie_point_white,canonical,Seal Tortie Point-White,,,general,point,black,tortie,dense,solid,non_silver,white,point,none,female_only,false,true,50,381,Seal Tortie Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
shaded_tortie_lynx_point_white,shaded_tortie_lynx_point_white,canonical,Shaded Tortie Lynx Point-White,,,general,point,black,tortie,dense,agouti,silver,white,point,shaded,female_only,false,true,50,475,Shaded Tortie Lynx Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
silver_lynx_point,silver_lynx_point,canonical,Silver Lynx Point,,,general,point,black,non_orange,dense,agouti,silver,none,point,none,unrestricted,false,true,50,451,Silver Lynx Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
tortie_point,tortie_point,canonical,Tortie Point,,,general,point,black,tortie,dense,solid,non_silver,none,point,none,female_only,false,true,50,86,Tortie Point,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
tortie_point_white,tortie_point_white,canonical,Tortie Point-White,,,general,point,black,tortie,dense,solid,non_silver,white,point,none,female_only,false,true,50,490,Tortie Point-White,review_required,遺伝子座 (Wb / C系) は要確認。 / Point は normal_mode (breed_unselected) では C キャリア規則によりエンジンが非表示にする。
black_smoke_white_van,black_smoke_white_van,canonical,Black Smoke-White Van,,,general,smoke,black,non_orange,dense,solid,smoke,van,full,none,unrestricted,false,true,30,277,Black Smoke-White Van,current_map,"Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。 / Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
black_white_van,black_white_van,canonical,Black-White Van,,,general,solid,black,non_orange,dense,solid,non_silver,van,full,none,unrestricted,false,true,30,43,Black-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
blue_cream_smoke_white_van,blue_cream_smoke_white_van,canonical,Blue Cream Smoke-White Van,,,general,smoke,black,tortie,dilute,solid,smoke,van,full,none,female_only,false,true,30,280,Blue Cream Smoke-White Van,current_map,"Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。 / Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
blue_cream_white_van,blue_cream_white_van,canonical,Blue Cream-White Van,,,general,tortie,black,tortie,dilute,solid,non_silver,van,full,none,female_only,false,true,30,376,Blue Cream-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
blue_mackerel_tabby_white_van,blue_mackerel_tabby_white_van,canonical,Blue Mackerel Tabby-White Van,,,general,tabby,black,non_orange,dilute,agouti,non_silver,van,full,mackerel,unrestricted,false,true,30,211,Blue Mc Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Mc→Mackerel"
blue_patched_mackerel_tabby_white_van,blue_patched_mackerel_tabby_white_van,canonical,Blue Patched Mackerel Tabby-White Van,,,general,patched_tabby,black,tortie,dilute,agouti,non_silver,van,full,mackerel,female_only,false,true,30,225,Blue Pt Mc Tabby-W Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: -W Van→-White Van, Mc→Mackerel, Pt→Patched (Point ではない)"
blue_patched_tabby_white_van,blue_patched_tabby_white_van,canonical,Blue Patched Tabby-White Van,,,general,patched_tabby,black,tortie,dilute,agouti,non_silver,van,full,tabby,female_only,false,true,30,224,Blue Pt Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Pt→Patched (Point ではない)"
blue_silver_patched_t_white_van,blue_silver_patched_t_white_van,canonical,Blue Silver Patched T-White Van,,,general,patched_tabby,black,tortie,dilute,solid,silver,van,full,tabby,female_only,false,true,30,303,Blue Silver Pt T-W Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: -W Van→-White Van, Pt→Patched (Point ではない)"
blue_silver_patched_tabby_white_van,blue_silver_patched_tabby_white_van,canonical,Blue Silver Patched Tabby-White Van,,,general,patched_tabby,black,tortie,dilute,agouti,silver,van,full,tabby,female_only,false,true,30,460,Blue Silver Pt Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Pt→Patched (Point ではない)"
blue_silver_tabby_white_van,blue_silver_tabby_white_van,canonical,Blue Silver Tabby-White Van,,,general,silver_tabby,black,non_orange,dilute,agouti,silver,van,full,tabby,unrestricted,false,true,30,333,Blue Silver Tabby-W Van,inferred,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: -W Van→-White Van / 遺伝子座はマップ未収載のため名前から推定。"
blue_smoke_white_van,blue_smoke_white_van,canonical,Blue Smoke-White Van,,,general,smoke,black,non_orange,dilute,solid,smoke,van,full,none,unrestricted,false,true,30,276,Blue Smoke-White Van,current_map,"Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。 / Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
blue_tabby_white_van,blue_tabby_white_van,canonical,Blue Tabby-White Van,,,general,tabby,black,non_orange,dilute,agouti,non_silver,van,full,tabby,unrestricted,false,true,30,210,Blue Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
blue_white_van,blue_white_van,canonical,Blue-White Van,,,general,solid,black,non_orange,dilute,solid,non_silver,van,full,none,unrestricted,false,true,30,42,Blue-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
brown_mackerel_tabby_white_van,brown_mackerel_tabby_white_van,canonical,Brown Mackerel Tabby-White Van,,,general,tabby,black,non_orange,dense,agouti,non_silver,van,full,mackerel,unrestricted,false,true,30,209,Brown Mc Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Mc→Mackerel"
brown_patched_mackerel_tabby_white_van,brown_patched_mackerel_tabby_white_van,canonical,Brown Patched Mackerel Tabby-White Van,,,general,patched_tabby,black,tortie,dense,agouti,non_silver,van,full,mackerel,female_only,false,true,30,223,Brown Pt Mc Tabby-W Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: -W Van→-White Van, Mc→Mackerel, Pt→Patched (Point ではない)"
brown_patched_tabby_white_van,brown_patched_tabby_white_van,canonical,Brown Patched Tabby-White Van,,,general,patched_tabby,black,tortie,dense,agouti,non_silver,van,full,tabby,female_only,false,true,30,222,Brown Pt Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Pt→Patched (Point ではない)"
brown_tabby_white_van,brown_tabby_white_van,canonical,Brown Tabby-White Van,,,general,tabby,black,non_orange,dense,agouti,non_silver,van,full,tabby,unrestricted,false,true,30,208,Brown Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
cameo_mackerel_tabby_white_van,cameo_mackerel_tabby_white_van,canonical,Cameo Mackerel Tabby-White Van,,,general,silver_tabby,red,orange,dense,agouti,cameo,van,full,mackerel,unrestricted,false,true,30,217,Cameo Mc Tabby-White Van,current_map,"Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。 / 正規化: Mc→Mackerel"
cameo_red_smoke_white_van,cameo_red_smoke_white_van,canonical,Cameo Red Smoke-White Van,,,general,smoke,red,orange,dense,solid,smoke,van,full,none,unrestricted,false,true,30,281,Cameo Red Smoke-White Van,current_map,"Smoke = solid(a/a) + inhibitor I/-。Shell/Shaded/Chinchilla/Golden(Wb系)とは別系統。 / Van (S/S) は -White (S/s) と別の独立概念として保持 (InputAllowed=true, CanonicalColorId=自身)。一般表示の Van→-White 正規化は表示名マスタ (cat_color_display_alias_map.csv) が担い master では collapse しない。"
